,expr
4038,$g(s)+g'(s)(1-s)\ge 1$
4039,$\mathbf {\alpha_1S\Delta X}$
4040,"$\mathsf{cov}(X_i,\sum_j X_j)=\mathsf{cov}(X_i,X_i)=\mathsf{Var}(X_i)>0$"
4041,$\mathsf Q(A)=0$
4042,$0<X<a$
4043,$r_{pq}$
4044,$\bar q(s/2) \ge 2\bar q(s)$
4045,$0 < \mu < \lambda$
4046,$\mathsf{TVaR}(p)=(1-p)^{-1}\int_{p}^1 q(s)ds$
4047,$X_1+X_2$
4048,$dW_AdW_L=\rho\sigma_A\sigma_L$
4049,$s_0/2^n$
4050,$g(S)\Delta X$
4051,$\phi(Y)$
4052,$\sup X = 1$
4053,$\beta g(S)-\alpha S$
4054,$\alpha_2$
4055,$\bar\iota = \dfrac{\bar M(a)}{\bar Q(a)}$
4056,$S_t$
4057,"$k=1,2,\dots$"
4058,$Z=\lambda X$
4059,$P(x)=g(S(x))$
4060,$P_{g}(A)=0$
4061,$P_2\ge (\rho(X_1)-P_1) + \rho(\mathsf{E}[X_2\mid X_1])\ge \rho(\mathsf{E}[X_2\mid X_1])$
4062,$-(1-p)g''(1-p)\ge 0$
4063,$\rho(H)>-\rho(-H)$
4064,"$Y_{0,1}$"
4065,$\mathsf{E}[X_ig'(S(X))]$
4066,$a(X;X)=\rho(X)=\sum_i a_i$
4067,$\displaystyle\int_0^\infty xg'(S(x))f(x)dx$
4068,$A(X)\not= B(X)$
4069,$\lim_{y\uparrow x} f(y)$
4070,$\rho(X)= \mathsf{E}_{\mathsf{Q}_X}[X]$
4071,$\psi^{-1}(p)$
4072,$\mathcal Q\subset\mathcal M(\mathsf P)$
4073,"$a(x_1,\dots,x_n):=a(X(x_1,\dots,x_n))$"
4074,$1-q$
4075,$ds(t)/dt$
4076,$X_{-3}=C'_1 + \cdots + C'_n$
4077,$g(S(M-))/S(M-)$
4078,$\mathsf{VaR}_{p_0}(X)=\sup X$
4079,$p=1/2$
4080,$y\not\in C$
4081,$X_0=C_1 + \cdots + C_N$
4082,"$2^0, 2^2, 2^4, ...$"
4083,$F_I$
4084,$gdX$
4085,$b_l \le 1 \le b_h=2-b_l$
4086,$30+10t$
4087,$m_1$
4088,"$Y_{t,d}$"
4089,$F(x)=\sup\{ p\mid q(p) < x \}$
4090,"$X_{i,j} \leftarrow \kappa_{i}(X_j)$"
4091,$1/g'(0)$
4092,$1-g(1-p)$
4093,$d\Pi = (r_h-\mu_L)\Pi dt$
4094,$q(U_X) = m$
4095,$\alpha_i(t)$
4096,$\mathbf {gS}$
4097,$U=X+Y$
4098,$p^\ast$
4099,"$0,0,0,1,2,5,8,12,23,40$"
4100,$0\le k < 2^m$
4101,"$c=1,2,3$"
4102,$E[s]=0.1160$
4103,"$\lambda([a,b]) = b-a$"
4104,$p^+$
4105,$S_X(t)=S_{X\wedge a}(t)$
4106,$h(X)=X$
4107,$D_1\supset D_2\supset \cdots \supset D_\infty$
4108,$g''(s)=-\phi'(1-s)\le 0$
4109,$\prec_1^*$
4110,$X=100$
4111,$\mathsf{WCE}_p(X) = \mathsf{TVaR}_p(X)$
4112,$X\wedge a(X)$
4113,$\times$
4114,$\bar M(a)$
4115,$\mathsf{LI}$
4116,$(p_0 < p^\ast < p_1)$
4117,"$c = 0.5,1.0,\dots,2.5$"
4118,$\sup X_n=1\not=\sup X=0$
4119,$IL$
4120,$S(x)\leftrightarrow g(S(x))$
4121,$\rho(X) = \mathsf{E}[X] + c\mathsf{E}[X-\mathsf{E}[X]]^+$
4122,$\lambda=\sum_i \lambda_i$
4123,$\mathsf{TVaR}_{0.8}$
4124,$Q = M/\iota$
4125,$\mathsf{Pr}(X>\mathsf{VaR}_p(X))=1-p$
4126,$(a_i)_i$
4127,$g(s)=d+sv$
4128,$p\nu_p$
4129,$f_i$
4130,$\mathsf{P}(X=X_j)=\Delta S_j:=S(X_{j-1})-S(X_j)$
4131,$P\approx \mathsf{E}[A(1)] + k\mathsf{Var}(A(1))/2$
4132,"$X_{0,2}$"
4133,$a<a_{ro}$
4134,$\mathsf{E}[Z]=\mathsf{E}[\mathsf{E}[Z\mid X]] = 0$
4135,$\sigma_i$
4136,$G(x)=\mathsf{Q}(\{\omega\mid X(\omega)\le x\})$
4137,$\hat{s}=0.09297$
4138,$\bar Q_i(a)=a_i - \bar P_i(a)$
4139,$\rho(c)=c$
4140,$\mathsf{V@R}$
4141,$j < \mathsf{j}(a)$
4142,$b\ge 1$
4143,$\mathsf{E} X + c{X-\tau }_p$
4144,$\mathit{NPV}_1 = F_0$
4145,"$q^-(p) = \int_0^M I(F(x) < p)\,dx$"
4146,$(10t+10t)/2$
4147,$\displaystyle\int X(\omega)d\omega$
4148,$r_O=0$
4149,$1/4\le s\le 1$
4150,"$I(q^\star,p)=I^\star$"
4151,$LR = EL/(EL+\iota Q)$
4152,$z(p^+-p^-) + (1-p^+) / (1-p)=1$
4153,$g$
4154,$\lfloor N(1-p)\rfloor$
4155,$L_0^a(X)$
4156,$L_X(v)\le \rho(v)$
4157,$\alpha\beta$
4158,$\{X>q_X(p) \}$
4159,$X_i=\mathsf{E}[X_i\mid X]$
4160,$S(x)>>0$
4161,$q_B \le q_C$
4162,$\mathsf{TVaR}_{0.75}$
4163,$g'(s) < \infty$
4164,$\hat p$
4165,$\kappa_i(q(1-g^{-1}(1-\tilde p)))$
4166,$q^-(p)$
4167,$\rho(X-\rho(X))=\rho(X)-\rho(X)=0$
4168,$g_0$
4169,$\mathsf{TVaR}_p(X)=\mathsf{E}[X\mid X >\mathsf{VaR}_p(X)]=\sum_i\mathsf{E}[X_i\mid X>\mathsf{VaR}_p(X)]$
4170,$dt\to 0$
4171,$\{X\in L^\infty \mid \rho(X)\le c \}$
4172,"$Y_{2,2}$"
4173,"$c_i=\displaystyle\int_0^1\dfrac{\partial c}{\partial x_i}(tx)\,dt$"
4174,$\rho(X_{-1}\wedge a_{ro})={{mvp_ro}}$
4175,$\bar \iota = \dfrac{\bar M(a)}{\bar Q(a)}$
4176,$\mathcal{N}_{X\wedge a}(X_i(a))$
4177,$f'>0$
4178,"$\bar M_{t,0}$"
4179,$E$
4180,$p^\ast = 0.48732$
4181,$r_P$
4182,$\mathbf {t+1}$
4183,$S=g(S)=1$
4184,$\mu_d = (6-d)^2$
4185,$g(s)=0.9s + 0.1$
4186,$\left( g(S(x_{(j)}))-g(S(x_{(j-1)})) \right) / ( x_{(j)}-x_{(j-1)} )$
4187,$t^\star$
4188,$1_Z$
4189,$\omega < p^-$
4190,$q = s$
4191,$\bar F(a):=\int_0^a F(x)dx=a-\mathsf{E}[X\wedge a]$
4192,"$s\in (0,1)$"
4193,$\mathsf{E}[X] + \pi\mathsf{E}[((X-\mathsf{E}[X])^+)^2]^{1/2}$
4194,"$\omega\in [0,0.1)\cup [0.25, 0.35) \cup [0.5, 0.6) \cup [0.75, 0.85)$"
4195,$80-11=69$
4196,$g'$
4197,$\rho(X)+c$
4198,$S(x)=(1+x)^{-\alpha}$
4199,$r_M$
4200,$U(2)=0$
4201,$\alpha_i(x)$
4202,$\sup X\le \sup Y$
4203,$\sigma(X)=\mathsf{E}[(X-\mathsf{E} X)^2]^{1/2}$
4204,$S(x)=\Phi((-x+\mu)/\sigma)$
4205,$\tilde X_1 + \tilde X_2 \succeq^2 \tilde X_1$
4206,$p=F(a)=1-S(a)$
4207,$v\mathrm{EL}+da\ge \mathrm{EL}$
4208,$X=X_s + X_c$
4209,"$\mathsf{VaR}_{0.995}=64,861$"
4210,$P = 3.1035$
4211,$x=q(1-g^{-1}(1-p)))$
4212,"$d=1,2,\dots$"
4213,"$(\x*1.2, 2)$"
4214,$h=1$
4215,"$k_1, k_2$"
4216,$p=0.95$
4217,"$s^{\ast}=1/2, \lambda^{\ast}=0$"
4218,$\esssup(X)=1$
4219,$1-p \ge g^{-1}(1-p) \implies 1-g^{-1}(1-p) \ge p \implies q(1-g^{-1}(1-p))>q(p)$
4220,"$x+y\wedge aX =\min(x+y,aX)$"
4221,$H(X)<H(Y)$
4222,"$(X,Y)$"
4223,$p_0=0$
4224,$\hat x=q(\hat p)$
4225,$\mu = t \nu$
4226,$(1)(0.25)+(90)(0.25)=22.75$
4227,$W = 0$
4228,$\rho(X)=51.3887$
4229,"$\{1,2 \}$"
4230,$d=i/(1+i)$
4231,$\beta_2$
4232,$Q=\nu a'$
4233,$\{ X >q(p) \}$
4234,"$g'>0, g''<0$"
4235,$Y=c\in \mathbb R$
4236,$h(u)=1$
4237,$\lim_{\epsilon \downarrow 0} (f(x+\epsilon)-f(x))/\epsilon$
4238,$\omega_1$
4239,$r>0$
4240,"$\alpha_i(\mathbf{v}, x)$"
4241,$\omega\ge 0.4$
4242,$\mathsf{Pr}(B)=0$
4243,$\bar q_{X_1+X_2}(s) \le 2\bar q(s)$
4244,$\mathsf{E} X +\lambda_1 {(X-\lambda_2 \mathsf{E} X)^+}_1$
4245,$f(t)=\rho(tX)$
4246,$X_n\uparrow 1$
4247,$\int S(x)dx$
4248,$A\subset \Omega$
4249,$(A-L)^+$
4250,$P(x)/Q(x)$
4251,$\mathsf{Pr}(X=x_i)=\mathsf{Pr}(X>x_{i-1})-\mathsf{Pr}(X>x_i)=S(x_{i-1})-S(x_i)$
4252,$\mathsf{E}[WX] \le \rho(X)$
4253,$r_U \Delta A - \Delta P$
4254,"$\bar Q_{0,0}$"
4255,$s_0=0$
4256,$g(S_{\mathsf{j}(a)})=0.5$
4257,$-g''(s)=\alpha(\alpha-1)s^{\alpha-2}$
4258,$\bar Q(a) =a-\bar P_g(a)$
4259,$\exp(a)$
4260,$s\mapsto g(s)$
4261,$\alpha X$
4262,$\mathsf{E}[XM]$
4263,$c(S)\le c(T)$
4264,$(1-\lambda)(1+\gamma)$
4265,$\mathsf{E}[X] = \displaystyle\int_\Omega X(\omega)\mathsf{Pr}(d\omega)$
4266,$1-\beta_i(t)g(S(t))$
4267,$\mathsf{Pr}(X>x)$
4268,$\mathsf{E}[X\mid X>2000]-2000=\mathsf{TVaR}_{F(2000)}(X)-2000=624$
4269,"$(p, \mathsf{E}[X_i\mid X=q(p)])$"
4270,$L_a^{a+da}$
4271,"$a_{0,t}' := a_{0,t-1}-X_{0,t}$"
4272,$-Y$
4273,$P = \mathsf{E}[X] + \pi \mathsf{Var}(X)$
4274,$\rho(X)=\mathsf{E}_\mathsf{Q}[X]-\alpha(\mathsf Q)$
4275,$W_{t}$
4276,$2^n$
4277,$(1 - \nu F(a))$
4278,$<$
4279,$g'\left (S_X(X)\right )$
4280,"$X_1=(0,0,0,0,0,0,2,4,8,0)$"
4281,$R_L=R_f + \beta_L(R_M-R_f)$
4282,$cv=0.137$
4283,$\mathsf{E}[(X-x)^+]$
4284,$\mathsf{Pr}(X>a)$
4285,"$(2,2)$"
4286,$1/x$
4287,$A(1_{X_1>x_1}+1_{X_2>x_2}) \le A(1_{X_1>x_1}) + A(1_{X_2>x_2})$
4288,$\Delta=\Phi(d^*)$
4289,$F_g(x) = 1- g(S_X(x))$
4290,$Z(1000)=(1-0)/(0.1-0)=10$
4291,$\tilde X_1=X_1 + \mathsf{E}[X_2\mid X_1]$
4292,$\tau=1$
4293,$\rho(X_1) \ge D\rho_X(X_1)$
4294,"$\mathcal Q =\{ \mathsf Q \mid \mathsf Q\ll \mathsf P,\ \alpha(\mathsf Q)=0 \}$"
4295,"$X_j=\sum_i X_{i,j}$"
4296,$\mathsf{SD}$
4297,$n>1$
4298,$-\phi(d^*)<0$
4299,$\rho(\tilde X+X)=\rho(\tilde X)+\rho(X)$
4300,$a(\mathbf{v})$
4301,$P(dx)$
4302,$\mathsf Q(X>a)/P_X(X>a)=g(S(a))/S(a)$
4303,$\rho(X-P)=\rho(X)-P$
4304,$a+da$
4305,$r_pq$
4306,"$m\ge 1, n\ge 0$"
4307,$(1-g)$
4308,$x=2$
4309,$T_k$
4310,$X\le c$
4311,$X \succeq Y$
4312,$t$
4313,$x=a$
4314,"$\mathsf{biTVaR}_{p_0,p_1}^w(X)=\bar P$"
4315,$\log(X)$
4316,$\mathsf{E}$
4317,$\mathsf{P}(X=X_j)$
4318,"$[0, 1-p)$"
4319,$\mathsf{VaR}_{0.95}(X)$
4320,$S_t=a_0 + (1+c)\mu t - X_t$
4321,$1/(1+r) = 0.893$
4322,$D^n\rho_X(X_i)$
4323,$A\subset \mathbb{R}$
4324,$\mathsf{E}[X_1]=\mathsf{E}[Y_{0}]$
4325,$\bar P_t = \rho(Y_{t})$
4326,$W_1$
4327,$s/(1-s)$
4328,$E_1$
4329,"$f:[0,1]\to[0,1]$"
4330,$A\cap B$
4331,"$(p,q(1-g^{-1}(1-p)))=(1-g(S(x)),x)$"
4332,$X_1=0$
4333,"$\beta = \mathsf{cov}[r,r_M]/ \sigma^2_{r_M}$"
4334,"$f(x, \cdot)\in L_p(\Omega, \mathcal{F}, \mathcal{P})$"
4335,$\bar P(a)=\rho_g(L_0^a(X))$
4336,$S_t=\exp(\mu t + \sigma W_t)$
4337,$P_i(x)=\beta_i(x)g(S(x))$
4338,$1-L/P = (P-L)/P$
4339,"$x_{1,2}$"
4340,$\mathsf{Q}\in\mathcal Q$
4341,$w/(1-w)$
4342,$\sup_\Omega |X_n - X| \to 0$
4343,$\beta_i(a) g(S(a))$
4344,$\prec_n^*$
4345,$2^{-t}$
4346,$\mathsf{Pr}(p(\omega)=0)=0$
4347,$X_2/X$
4348,$\Delta X=80-11=69$
4349,$g(S(x))=\exp(-\alpha H(x))$
4350,$\rho(\lambda X + (1-\lambda)\rho(X))$
4351,$X\le Y+\Vert X-Y\Vert$
4352,$(1-p)/(p\nu(p)^2)$
4353,$\mathsf{E}[X_2\mid X_1]$
4354,$I(F(x) < p)=\begin{cases} 1 & F(x)< p \\ 0 & F(x)\ge p\end{cases}$
4355,$g(s)=1$
4356,$\mathsf{Pr}(X = q(p)) > 0$
4357,$x < x^\ast$
4358,$X\wedge a(X)\le Y\wedge a(Y)$
4359,$t\uparrow 0$
4360,"$\eta_{p,\alpha_1}(X) < \eta_{p,\alpha_2}(X)$"
4361,$\mathsf{Pr}(\{\omega \mid X_n(\omega)\to X(\omega) \})=1$
4362,$a_{\min}$
4363,$\phi(t)=\int_0^t (1-p)^{-1}\mu(dp)$
4364,$\mathsf{E}_\mathsf{Q_r}[X_j]$
4365,$\mathsf{EPD}_s(X)$
4366,$\mathsf{E} X + c{X-\mathsf{E} X}_p$
4367,$x\ge a$
4368,$N=r_a$
4369,$\int S(x)dx = \int xdF(x)$
4370,$\mathsf{VaR}_{0.7}(X)=$
4371,$\mathsf P(X=\sup(X))>0$
4372,$L(X)=(1-p)^{-1}1_{X\ge x_p}(X)$
4373,$\mu = w \delta_{\alpha_1} + (1-w) \delta_{\alpha_2}$
4374,$A(-X)$
4375,$\mathsf{j}(90)=6$
4376,$a - P$
4377,$q^-_X(0.95)$
4378,$1100 \le x \le 1250$
4379,$\sigma\sqrt{t}$
4380,$(L-A)^+$
4381,"$\int Zd\mathsf P = \int d\mathsf Q/d\mathsf P\, d\mathsf P = \int d\mathsf Q =1$"
4382,$\mathcal A$
4383,$d\mathsf Q/d\mathsf P$
4384,$\rho(X) = \mathsf{E}_{\mathsf{Q}}[X] = \mathsf{E}_{\mathsf{Q}}[X\wedge a + (X-a)^+] = \mathsf{E}_{\mathsf{Q}}[X\wedge a] + \mathsf{E}_{\mathsf{Q}}[(X-a)^+] \le  \rho(X\wedge a) + \rho((X-a)^+) = \rho(X)$
4385,$t_f$
4386,$\hat q(p)$
4387,$\mathbf {a_{2}}'$
4388,$p<1$
4389,$r < n$
4390,$\mathcal S(X)=\mathsf{VaR}_p(X)$
4391,"$(\omega',\omega'')$"
4392,"$u\in[0, 1-p]$"
4393,$k_i=a_i/v_i$
4394,"$(s_j, g_j)$"
4395,"$(3,3)$"
4396,$T(p)$
4397,$D/C$
4398,"$s\in[0, 1-p]$"
4399,$p=1$
4400,$a_{d}' = a_{d-1}-X_{d}$
4401,$g'\left (S(X)\right )$
4402,$p=0.75$
4403,$\mathbf {X_{1}/X}$
4404,$\bar M(a) = \bar P(a) - \mathsf{E}[X\wedge a]$
4405,$\{\omega\mid X(\omega) = x_1\}$
4406,$\tau a_i$
4407,$d\downarrow 0$
4408,$p\ge 1$
4409,"$g(s)=\min(s/(1-p),1)$"
4410,$\mathit{ROE}(s) = r_f + Ck(s)$
4411,$\phi'(p)\ge 0$
4412,$q(p)\phi(p)$
4413,$\mu_0=\mu_1$
4414,$w_l=1-c\gamma$
4415,$0.7 \le p < 0.8$
4416,$\int_\Omega X(\omega)\mathsf \mathsf{Pr}(d\omega)$
4417,"$j=1,\dots, n$"
4418,$x=q_X(1-s)=\mathsf{VaR}_{1-s}(X)$
4419,$\{p \ge p_-\}$
4420,$(1-p)^{-1}$
4421,$\alpha_i(x) = \mathsf{E}[X_i /X \mid X> x]\not=\mathsf{E}[X_i\mid X> x]/\mathsf{E}[X\mid X>x]$
4422,$\omega<1/n$
4423,$\tilde X = (x_{ij})$
4424,$\mathbf {\mathsf{VaR}_p(X_1+X_2)}$
4425,$q(p)=c$
4426,$a(X_i;X)\le \rho(X_i)$
4427,$\rho(0) \ge 0$
4428,$g'(s-)\ge 0$
4429,$\mathbf {\max a}$
4430,$\exists$
4431,$^1$
4432,$x^{-\alpha}$
4433,$k>1$
4434,$D\rho_X(X_2)=45.1801$
4435,$\mathsf{E}_\mathsf{Q_2}[X_j]$
4436,$\mathsf{E}[X_i (X\wedge a)/X]$
4437,$V(2)$
4438,"$\rho_g(X)=\int_0^\infty g(S(x))\,dx$"
4439,$c(1)$
4440,$\mathsf{E}[(X-x_l)^+]$
4441,$X=X_{-1}+X_{0}$
4442,$\mathsf{E}[Z_A]=1$
4443,$xf(x)dx$
4444,$t=0.06405$
4445,$Y_{0}=\sum_{d>0} X_{d}$
4446,$a=Q+P$
4447,$Y\preceq Z$
4448,"$a_{0,0}:=a(Y_{0,0})$"
4449,$X_1+X_2\sim 2X$
4450,$l$
4451,$r_h=r+\pi$
4452,$\Delta  Q_{ro}(a)$
4453,$\bar Q_{0}$
4454,$=1-\nu F(a)$
4455,$X \le 0$
4456,$X^{-1}(A)\in\mathcal F$
4457,$\sup(X\wedge a)=a$
4458,$\mathbf{P_i} \in \mathbb{R}^2$
4459,$\mathsf{E}[\kappa_i(X)g'(S(X))]$
4460,$\mathsf{E}[X_i(x)]$
4461,$\bar\nu=1/(1+\bar\iota)$
4462,$\rho(X/n)=\rho(n(X/n))/n=\rho(X)/n$
4463,$1_{U_X\ge p}=0$
4464,$\mathsf x\mathsf{TVaR}$
4465,$F(X) - F_X(X-)=0$
4466,$\tilde X$
4467,$m'(0) = (m_1-m_0)/s_1$
4468,$B \in\mathcal B_p$
4469,$1/16$
4470,$\tilde X_1 = X_1  + \mathsf{E}[X_2]$
4471,$\bar\iota(a)=\bar\iota$
4472,$\mathsf{TVaR}_p(X)-\mathsf{E}[X]$
4473,$\mathsf P(X=X(\omega_0))>0$
4474,$X=X_i + (X-X_i)$
4475,$X(\omega)\mathsf{Pr}(\omega)$
4476,$\rho(X_1+X_2) \le \rho(X_1)+\rho(X_2)$
4477,$(0)$
4478,$\mu_i$
4479,$\mathsf{E}[kX]$
4480,$\mathsf{VaR}_1=\esssup$
4481,$#4$
4482,$v=x$
4483,$\phi(p)=g'(1-p)\ge 0$
4484,"$(0,0)$"
4485,$s_2$
4486,$\mathbf {a_1'}$
4487,$F(x) < p \iff q^-(p) > x$
4488,"$\mathbf {g(S)\,\Delta X}$"
4489,"$g(S)\,\Delta X$"
4490,$E'$
4491,$\delta+\nu$
4492,$\mathsf P(X\ge x_p)=1-p$
4493,$\mu=7.8044$
4494,$a_{2}'$
4495,$p>0$
4496,$z$
4497,$\mathsf{j}(91)=7$
4498,$\zeta_s = 8$
4499,$ag(0+)$
4500,$\rho-\iota g>0$
4501,$R = P-L$
4502,$\mathrm{sgn}(z)|z|^{1/(q-1)}/\|z\|_p^{q/p}$
4503,$o(dt)$
4504,$q^-$
4505,$A_4 = [0; \epsilon_1 + \epsilon_2]$
4506,$\mathsf{E}[q(U_X)1_{U_X\ge p}]$
4507,$\mathsf{Var}(Y) \ge \mathsf{Var}(X)$
4508,$0\le \omega\le 1$
4509,$q(p)=e^{\mu+z_p\sigma}$
4510,"$[f'_-(x_0), f'_+(x_0)]$"
4511,$p/\mathsf{E}[p]=p(1+r_f)$
4512,$a(\cdot)$
4513,$\mathsf{E}[X_i \mid X]$
4514,$L_p$
4515,"$X\ge 0,(\tilde X-X)\ge 0$"
4516,$\rho(\lambda X)$
4517,$\mathbf {j}$
4518,$Pr(X_{-1} > a)$
4519,$X\wedge a / X$
4520,$\tau=-1$
4521,$\mathsf{TVaR}_{p^*}$
4522,$X\ge x_p$
4523,$A(1_{U>0.95})=A(1_{U\le 0.05})=g(0.05)=0.3017$
4524,$\mathsf{TVaR}_{0.9}$
4525,$2.576\sigma_d$
4526,$\mathbf {Z_7}$
4527,$\mathsf{TVaR}_1$
4528,$\mathsf{E}[X\mid X>x]/\mathsf{Pr}(X>x)$
4529,$X_1=\mathsf{E}[X\mid \mathcal F_1]$
4530,$\bar P_n$
4531,$\mathit{MV}_{gc}(a_{gc})=a_{gc}-\rho(X\wedge a_{gc})={{mv_gc}}$
4532,$\mathsf{Pr}(X_n\in A)=1$
4533,$1\wedge \cdot$
4534,"$g(s)= \displaystyle\int_0^s \phi(1-p)dp = \min(s/(1-\alpha), 1)$"
4535,$\ll$
4536,$0\le \alpha \le 1$
4537,$\bar P=\mathsf{E}[W]+\lambda\sigma(W)$
4538,$j=8$
4539,$\rho(X)=\mathsf{E}[Xe^{kX}]/\mathsf{E}[e^{kX}]$
4540,$\int_{\mathsf{E}[X]}^\infty (x-\mathsf{E}[X])^2 f(x)dx$
4541,$S_0=1-p_0$
4542,$\mathsf{E}[\cdot]$
4543,$\mathbf {Z_\mathit{lift}}$
4544,$g_{ROC}$
4545,$\rho_1(X)$
4546,$f(s) \ge s$
4547,$Q(a)=h(F(a))$
4548,$P = \mathsf{E}[X] + \pi \mathsf{E}[((X-\mathsf{E}[X])^+)^p]^{1/p}$
4549,$\mathbf {a=1}$
4550,"$\bar P_i(v_1, v_2, a) / v_i$"
4551,$q_C\le q_A$
4552,$. Thus $
4553,$k\mapsto k\rho(-X)$
4554,$\mathsf{TVaR}_1=\sup$
4555,$\lambda = \dfrac{E( r_{M} ) - r_{f}}{\sigma_{rM}}$
4556,$g'(1)<1$
4557,$u'''' \le 0$
4558,$\mathbf {g_3(s)=s^{0.7}}$
4559,$-X_i$
4560,$ROE=(g-s)/(1-g)=m/(1-s-m)$
4561,$X > a$
4562,"$f(0,0)=0$"
4563,$\mathsf{Var}$
4564,$l(kX)\le\rho(kX)$
4565,$\lambda \ge 0$
4566,"$0, 1/p$"
4567,$X\ge m$
4568,$E(X_{0}(a))$
4569,"$(0,1)$"
4570,$i=1\dots N$
4571,$-(1-s)g''(1-s) + g(0+)\delta_1 + \sum_s s\Delta_s \delta_{1-s} + g'(1)\delta_0$
4572,"$\mathsf{E}[X_{t,d}\mid \mathcal F_0]=\mathsf{E}[X_{t_d}]$"
4573,$\phi(0)=\mu(\{0\})$
4574,$X_1=X_2=10$
4575,$80=9.56 + 70.44$
4576,"$\kappa_{i}(x) = \dfrac{\sum_{j:X_{j} = x} X_{i,j} p_j}{\sum_{j:X_{j} = x}p_j}$"
4577,$S(p)=1-p$
4578,$x=q(\hat p)$
4579,$g(s)\le 1$
4580,$N\times d$
4581,$X=a$
4582,$P_{g}$
4583,$x=q_{\mathbf{v}}(s)$
4584,$dW_t$
4585,$a_x=2$
4586,$f(x)=\exp(-x/\mu)/\mu$
4587,$\bar M_i(a)$
4588,$Z\in \mathcal Q$
4589,$U=4$
4590,$f(x)=e^x$
4591,$X_{-1}=C_1 + \cdots + C_N$
4592,$M_i(x)+Q_i(x)$
4593,$V=1_{X\le x^\ast}$
4594,$\bar Q_{2}$
4595,$\bar P_g(a)=\rho(X\wedge a)$
4596,$g''(s)=0$
4597,$\mathsf x\mathsf{VaR}_p(X):=\mathsf{VaR}_p(X)-\mathsf{E}[X]$
4598,$K=3$
4599,$a\mathsf{E}_{\mathsf{Q}}[...]$
4600,$g(s)=\sqrt s$
4601,"$\bar P_{0,0}$"
4602,"$(x,-x)$"
4603,$n=9$
4604,$\hat q(p)=q(1-g^{-1}(1-p))$
4605,$A(0)=0$
4606,$\rho(X)\le\liminf \rho(X_n)$
4607,$c$
4608,$p^*=48.25/71=0.6796$
4609,$\mathsf{E}[X]+k\mathsf{Var}(X)$
4610,$d\tilde p=g'(1-p)dp=\phi(p)dp$
4611,$BC$
4612,$1 in a layer with loss probability $
4613,$d=1$
4614,$s/g(s)\le 1$
4615,$1/\lambda$
4616,$1-\alpha_i(x)S(x)$
4617,$Z=Z_X$
4618,$E[Z]$
4619,$\rho(\tilde X_1)=\rho(X_1)+\rho(\mathsf{E}[X_2\mid X_1])$
4620,$\sum_i X_i(a)=X\wedge a$
4621,$\mathsf{P}(\{X\in A\})$
4622,$M(x)/Q(x)$
4623,$d\omega$
4624,$\mathcal{Q}$
4625,"$(x_B, g(S(x_B-))$"
4626,$X=q(U)$
4627,$q_A(p) = \sup A$
4628,$\lambda > 1$
4629,$a \in \mathbb{A}$
4630,$y\le q_C(p)$
4631,$\rho(kX)$
4632,$u=ug(1)=ug(1)+(1-u)g(0) \le g(u)$
4633,$\Delta Q_{ro}(a) = a-a_{ro}$
4634,$x_A=\partial x/\partial A$
4635,$\mathsf{TVaR}_0$
4636,$\lambda=0.73$
4637,$Q^* > S$
4638,$c\le 1$
4639,$\omega=1$
4640,$\tau=0.03$
4641,"$\mathbf {S\,\Delta X}$"
4642,$p<0.9$
4643,"$\beta, \kappa$"
4644,$a=a_0+(1+c)\mu$
4645,$f_{\mathbf{v}}$
4646,$(d\mathsf{Q}/dP)(x) = (1-p)^{-1}1_{x >\mathsf{VaR}_p(X)}$
4647,$\frac{1}{1-p}\int_{1-p}^q \mathsf{VaR}_s(X)ds$
4648,"$\bar L, \bar P, \bar M$"
4649,$\mathsf{E}(X)=$
4650,$\nu$
4651,$\tau$
4652,$x_l < x=\mathsf{VaR}$
4653,$0\le p < 1$
4654,$Z\mid X$
4655,"$X:\Omega\to[0,\infty)\subset \mathbb R$"
4656,"$[a, a+da]$"
4657,$f>0$
4658,$S(x-)=0.1$
4659,$\rho(X)\le b$
4660,$s=0.45$
4661,$(1-p)$
4662,$Z(X(\omega))$
4663,$\mathsf{E}[X_i]$
4664,$\mathit{MV}_{ro}(a) = a-P(X_{-1}\wedge a)$
4665,$9+1=10+0=10$
4666,$\mathbf {\mathsf{VaR}_p(X_1)}$
4667,$g \circ S$
4668,$1+2c(1-\mathsf{Pr}(Z>\mathsf{E} Z))$
4669,$\mathsf{P}(\{\omega_i\})=1/4$
4670,"$\bar S_i(\mathbf{v}, a) := \mathsf{E}[X_i(\mathbf{v}, a)]$"
4671,$r_f>0$
4672,$\sum_\omega Z(\omega)\mathsf{P}(\omega)=\mathsf{E}[Z]$
4673,$X\wedge a$
4674,$NT$
4675,$p\ge p_0$
4676,$-\rho(-H)=\rho(H)$
4677,$\mathbf {X'\Delta S}$
4678,$L_X(X)=\rho(X)$
4679,"$\{(s_j, g_j)\} \cup \{(0,0), (1,1)\}$"
4680,$\displaystyle\int_0^\infty xdF(x)$
4681,$g = s^{0.4}$
4682,"$0.06 \times (64,861 - 7,500)=3,442$"
4683,$a_1'=a_0-X_{1}$
4684,$N(t)$
4685,$\rho(X)=\mathsf{E}_\mathsf{Q}[X]=\mathsf{E}[XZ]$
4686,$v=S$
4687,$\mathsf{VaR}_p(X)$
